Pslack,Bus 1,Bus 2,Bus 3,Bus 4,Bus 5,Bus 6,Bus 7,Bus 8,Bus 9,Bus 10,Bus 11,System Loss
43.878,6.948,30.161,15.305,2.4334,3.5861,9.4455,2.8817,1.1206,1.9531,4.3225,4.7708,0.96543
99.121,11.4,49.487,25.111,3.9926,5.8838,15.498,4.7281,1.8387,3.2046,7.0921,7.8276,3.0727
132.8,14.064,61.053,30.98,4.9257,7.2589,19.119,5.833,2.2684,3.9535,8.7496,9.6569,4.95
129.67,13.819,59.987,30.439,4.8397,7.1322,18.786,5.7312,2.2288,3.8845,8.5968,9.4883,4.757
122.23,13.233,57.446,29.15,4.6347,6.8301,17.99,5.4885,2.1344,3.72,8.2328,9.0865,4.3076
110.14,12.276,53.292,27.042,4.2996,6.3362,16.689,5.0916,1.9801,3.451,7.6374,8.4294,3.6313
99.433,11.425,49.595,25.166,4.0013,5.8967,15.531,4.7384,1.8427,3.2116,7.1076,7.8447,3.0879
90.291,10.695,46.425,23.558,3.7455,5.5198,14.539,4.4355,1.7249,3.0063,6.6533,7.3432,2.6618
85.181,10.285,44.648,22.656,3.6021,5.3084,13.982,4.2657,1.6589,2.8912,6.3985,7.0621,2.4395
84.453,10.227,44.394,22.527,3.5817,5.2783,13.903,4.2415,1.6495,2.8748,6.3622,7.022,2.4088
84.992,10.27,44.582,22.622,3.5968,5.3006,13.961,4.2594,1.6564,2.8869,6.3891,7.0517,2.4315
107.73,12.085,52.46,26.62,4.2324,6.2373,16.429,5.0121,1.9492,3.3971,7.5182,8.2978,3.5059
148.33,15.28,66.33,33.658,5.3515,7.8864,20.772,6.3373,2.4645,4.2953,9.5059,10.492,5.9723
145.24,15.039,65.285,33.128,5.2672,7.7621,20.445,6.2374,2.4257,4.2276,9.3561,10.326,5.761
131.08,13.929,60.468,30.683,4.8785,7.1894,18.936,5.7772,2.2467,3.9156,8.6658,9.5644,4.8436
121.27,13.157,57.116,28.982,4.6081,6.7908,17.887,5.4569,2.1221,3.6986,8.1854,9.0342,4.2512
104.5,11.828,51.347,26.055,4.1426,6.1049,16.08,4.9057,1.9078,3.325,7.3586,8.1217,3.3397
98.164,11.324,49.156,24.943,3.9659,5.8445,15.394,4.6964,1.8264,3.1831,7.0447,7.7752,3.0266
87.084,10.438,45.31,22.992,3.6556,5.3872,14.189,4.329,1.6835,2.9341,6.4935,7.1669,2.5209
71.32,9.169,39.803,20.197,3.2113,4.7324,12.465,3.8028,1.4789,2.5775,5.7042,6.2958,1.9042
54.952,7.8418,34.042,17.274,2.7464,4.0474,10.661,3.2524,1.2648,2.2044,4.8786,5.3845,1.3713
29.989,5.8098,25.22,12.798,2.0348,2.9986,7.8981,2.4096,0.93706,1.6332,3.6144,3.9892,0.6611
15.941,4.651,20.19,10.245,1.6289,2.4005,6.3228,1.929,0.75016,1.3074,2.8935,3.1935,0.4498
13.091,4.4154,19.168,9.7262,1.5464,2.2789,6.0026,1.8313,0.71217,1.2412,2.7469,3.0318,0.41003
20.053,4.9901,21.662,10.992,1.7477,2.5756,6.7838,2.0696,0.80486,1.4028,3.1045,3.4264,0.51349
44.685,7.0138,30.447,15.45,2.4564,3.62,9.5349,2.9089,1.1313,1.9716,4.3634,4.8159,0.98667
80.279,9.8905,42.935,21.786,3.4639,5.1047,13.446,4.102,1.5952,2.7803,6.153,6.7911,2.253
106.56,11.992,52.057,26.415,4.1999,6.1893,16.302,4.9736,1.9342,3.371,7.4604,8.234,3.4452
106.3,11.971,51.967,26.37,4.1927,6.1787,16.274,4.965,1.9308,3.3652,7.4475,8.2198,3.4318
92.417,10.865,47.163,23.932,3.8051,5.6075,14.77,4.5061,1.7524,3.0541,6.7591,7.46,2.7576
77.207,9.6434,41.862,21.242,3.3774,4.9772,13.11,3.9996,1.5554,2.7108,5.9993,6.6215,2.1294
66.341,8.7668,38.057,19.311,3.0704,4.5248,11.918,3.636,1.414,2.4644,5.454,6.0196,1.7257
57.176,8.0225,34.826,17.672,2.8097,4.1406,10.906,3.3273,1.294,2.2552,4.991,5.5085,1.4385
52.082,7.6084,33.028,16.759,2.6647,3.9269,10.343,3.1555,1.2272,2.1388,4.7333,5.2242,1.2877
59.684,8.2276,35.716,18.123,2.8815,4.2465,11.185,3.4124,1.327,2.3128,5.1185,5.6494,1.5039
87.425,10.465,45.429,23.052,3.6652,5.4013,14.227,4.3403,1.6879,2.9418,6.5105,7.1857,2.5357
128.89,13.757,59.719,30.304,4.8181,7.1004,18.702,5.7057,2.2189,3.8672,8.5585,9.4461,4.7093
122.9,13.286,57.674,29.266,4.6531,6.8572,18.061,5.5103,2.1429,3.7347,8.2654,9.1225,4.3466
111.14,12.356,53.639,27.218,4.3276,6.3775,16.798,5.1248,1.993,3.4735,7.6872,8.4844,3.6852
99.617,11.44,49.659,25.199,4.0065,5.9043,15.551,4.7445,1.8451,3.2157,7.1167,7.8548,3.0968
84.379,10.221,44.368,22.514,3.5796,5.2752,13.894,4.239,1.6485,2.8731,6.3585,7.0179,2.4057
78.195,9.7229,42.207,21.417,3.4052,5.0183,13.218,4.0325,1.5682,2.7332,6.0488,6.6761,2.1687
67.108,8.8288,38.326,19.448,3.0921,4.5568,12.002,3.6617,1.424,2.4818,5.4926,6.0622,1.7525
49.422,7.3917,32.087,16.282,2.5888,3.815,10.049,3.0657,1.1922,2.0778,4.5985,5.0754,1.2135
33.938,6.1337,26.626,13.511,2.1482,3.1658,8.3384,2.5439,0.9893,1.7242,3.8159,4.2116,0.74384
13.087,4.4151,19.166,9.7255,1.5463,2.2788,6.0021,1.8312,0.71212,1.2411,2.7467,3.0316,0.40998
4.3029,3.6875,16.008,8.1228,1.2915,1.9032,5.013,1.5294,0.59476,1.0366,2.2941,2.532,0.31016
3.3289,3.6067,15.657,7.9447,1.2632,1.8615,4.9031,1.4959,0.58172,1.0139,2.2438,2.4765,0.30121
10.302,4.1848,18.166,9.2181,1.4656,2.1599,5.689,1.7356,0.67496,1.1764,2.6034,2.8734,0.37462
24.563,5.3614,23.274,11.81,1.8777,2.7672,7.2886,2.2236,0.86474,1.5071,3.3354,3.6813,0.59194
55.137,7.8568,34.106,17.307,2.7517,4.0551,10.681,3.2586,1.2672,2.2086,4.8879,5.3948,1.3768
82.885,10.098,43.837,22.244,3.5367,5.212,13.728,4.1882,1.6288,2.8387,6.2824,6.9339,2.3602
91.016,10.753,46.677,23.685,3.7659,5.5497,14.618,4.4596,1.7343,3.0226,6.6894,7.3831,2.6943
79.523,9.8296,42.671,21.652,3.4426,5.0734,13.363,4.0768,1.5854,2.7632,6.1152,6.7494,2.2221
65.943,8.7346,37.917,19.24,3.0591,4.5082,11.874,3.6227,1.4088,2.4554,5.434,5.9975,1.7119
56.822,7.9937,34.701,17.608,2.7996,4.1258,10.867,3.3154,1.2893,2.2471,4.973,5.4888,1.4277
48.558,7.3213,31.782,16.127,2.5641,3.7787,9.9529,3.0365,1.1809,2.0581,4.5547,5.0271,1.1901
43.629,6.9276,30.073,15.26,2.4263,3.5756,9.4178,2.8732,1.1174,1.9474,4.3098,4.7568,0.95891
48.598,7.3245,31.796,16.134,2.5653,3.7804,9.9573,3.0378,1.1814,2.059,4.5567,5.0293,1.1911
73.44,9.34,40.545,20.574,3.2712,4.8206,12.697,3.8737,1.5065,2.6255,5.8106,6.4132,1.9836
123.12,13.304,57.751,29.305,4.6593,6.8664,18.086,5.5176,2.1457,3.7397,8.2764,9.1347,4.3598
126.58,13.575,58.929,29.902,4.7543,7.0064,18.454,5.6301,2.1895,3.816,8.4452,9.321,4.5652
116.74,12.8,55.565,28.195,4.4829,6.6064,17.401,5.3087,2.0645,3.5981,7.9631,8.7889,3.9929
109.02,12.188,52.907,26.846,4.2685,6.2904,16.568,5.0548,1.9657,3.426,7.5822,8.3685,3.5719
85.368,10.3,44.713,22.689,3.6074,5.3161,14.002,4.2719,1.6613,2.8954,6.4079,7.0724,2.4474
67.607,8.8691,38.501,19.537,3.1062,4.5776,12.057,3.6784,1.4305,2.4932,5.5177,6.0899,1.77
52.431,7.6368,33.151,16.822,2.6746,3.9416,10.382,3.1673,1.2317,2.1467,4.751,5.2437,1.2977
38.594,6.5164,28.288,14.354,2.2822,3.3633,8.8587,2.7026,1.051,1.8318,4.054,4.4744,0.8333
29.701,5.7861,25.118,12.746,2.0265,2.9864,7.866,2.3998,0.93325,1.6265,3.5997,3.973,0.65534
15.615,4.624,20.073,10.186,1.6195,2.3866,6.2861,1.9178,0.74581,1.2998,2.8767,3.175,0.44506
9.0746,4.0831,17.725,8.9942,1.43,2.1074,5.5508,1.6935,0.65857,1.1478,2.5402,2.8036,0.36013
13.249,4.4285,19.224,9.755,1.551,2.2857,6.0203,1.8367,0.71427,1.2449,2.7551,3.0408,0.41214
41.874,6.7844,29.451,14.944,2.3761,3.5016,9.223,2.8138,1.0943,1.9071,4.2207,4.6584,0.91386
95.172,11.085,48.12,24.417,3.8823,5.7212,15.069,4.5974,1.7879,3.116,6.8961,7.6113,2.8848
128.96,13.763,59.743,30.316,4.8201,7.1032,18.709,5.708,2.2198,3.8687,8.562,9.4499,4.7136
127.55,13.651,59.26,30.071,4.7811,7.0458,18.558,5.6618,2.2018,3.8375,8.4927,9.3735,4.628
121.67,13.189,57.253,29.052,4.6191,6.8072,17.93,5.47,2.1272,3.7075,8.2051,9.056,4.2746
111.63,12.395,53.805,27.302,4.341,6.3972,16.85,5.1406,1.9991,3.4842,7.7109,8.5106,3.7112
100.48,11.508,49.958,25.35,4.0306,5.9398,15.645,4.773,1.8562,3.2351,7.1596,7.902,3.1391
95.148,11.083,48.111,24.413,3.8816,5.7202,15.067,4.5966,1.7876,3.1155,6.8949,7.6099,2.8836
89.994,10.671,46.322,23.505,3.7372,5.5075,14.506,4.4257,1.7211,2.9996,6.6385,7.3269,2.6486
88.271,10.533,45.723,23.201,3.6889,5.4363,14.319,4.3684,1.6988,2.9608,6.5526,7.2322,2.5725
87.328,10.457,45.395,23.035,3.6624,5.3973,14.216,4.3371,1.6866,2.9396,6.5056,7.1803,2.5315
105.46,11.905,51.679,26.223,4.1694,6.1444,16.184,4.9375,1.9201,3.3465,7.4062,8.1742,3.3888
149.84,15.398,66.842,33.918,5.3928,7.9473,20.933,6.3862,2.4835,4.3284,9.5793,10.573,6.0775
143.88,14.932,64.822,32.893,5.2298,7.7071,20.3,6.1932,2.4085,4.1976,9.2897,10.253,5.6688
128.7,13.742,59.656,30.271,4.813,7.0928,18.682,5.6996,2.2165,3.8631,8.5494,9.436,4.698
117,12.82,55.651,28.239,4.4899,6.6167,17.428,5.317,2.0677,3.6037,7.9755,8.8026,4.007
90.131,10.682,46.37,23.529,3.7411,5.5132,14.521,4.4302,1.7229,3.0027,6.6453,7.3345,2.6546
79.264,9.8089,42.58,21.607,3.4354,5.0626,13.335,4.0682,1.5821,2.7573,6.1023,6.7351,2.2117
69.912,9.0554,39.31,19.947,3.1715,4.6738,12.31,3.7557,1.4605,2.5455,5.6335,6.2178,1.8526
59.325,8.1969,35.583,18.056,2.8708,4.2307,11.143,3.3997,1.3221,2.3042,5.0995,5.6283,1.5056
48.48,7.3149,31.754,16.113,2.5619,3.7754,9.9443,3.0338,1.1798,2.0563,4.5508,5.0227,1.188
27.99,5.6431,24.497,12.43,1.9764,2.9126,7.6715,2.3405,0.91018,1.5863,3.5107,3.8748,0.65756
13.738,4.4689,19.4,9.844,1.5652,2.3065,6.0753,1.8535,0.7208,1.2562,2.7802,3.0685,0.41874
14.407,4.5242,19.64,9.9659,1.5845,2.3351,6.1505,1.8764,0.72972,1.2718,2.8146,3.1065,0.42795
39.548,6.5944,28.626,14.526,2.3095,3.4035,8.9647,2.735,1.0636,1.8537,4.1025,4.5279,0.85624
92.112,10.84,47.058,23.879,3.7966,5.595,14.737,4.496,1.7484,3.0473,6.7439,7.4433,2.7437
123.3,13.317,57.811,29.335,4.6641,6.8735,18.104,5.5233,2.148,3.7436,8.285,9.1442,4.3701
116.73,12.799,55.56,28.193,4.4826,6.6059,17.399,5.3083,2.0643,3.5978,7.9624,8.7882,3.9922
113.57,12.549,54.475,27.642,4.395,6.4768,17.06,5.2046,2.024,3.5276,7.8069,8.6165,3.817
107.58,12.073,52.408,26.594,4.2283,6.2311,16.412,5.0071,1.9472,3.3937,7.5107,8.2896,3.4981
99.905,11.462,49.759,25.249,4.0145,5.9161,15.583,4.754,1.8488,3.2222,7.131,7.8705,3.1109
92.347,10.859,47.139,23.92,3.8032,5.6047,14.762,4.5037,1.7515,3.0525,6.7556,7.4562,2.7544
86.471,10.389,45.097,22.883,3.6384,5.3618,14.123,4.3086,1.6756,2.9203,6.4629,7.1331,2.4945
86.805,10.415,45.213,22.942,3.6477,5.3756,14.159,4.3197,1.6799,2.9278,6.4795,7.1515,2.5089
89.644,10.643,46.2,23.443,3.7274,5.493,14.468,4.414,1.7166,2.9917,6.6211,7.3077,2.633
110.4,12.297,53.382,27.088,4.3068,6.3469,16.717,5.1002,1.9834,3.4568,7.6503,8.4436,3.6452
152.87,15.634,67.865,34.437,5.4753,8.0689,21.253,6.4839,2.5215,4.3947,9.7259,10.735,6.2907
148.02,15.256,66.225,33.604,5.343,7.8738,20.739,6.3272,2.4606,4.2884,9.4908,10.475,5.9508
133.92,14.152,61.436,31.174,4.9566,7.3044,19.239,5.8696,2.2826,3.9783,8.8045,9.7175,5.0205
121.94,13.21,57.347,29.099,4.6267,6.8183,17.959,5.479,2.1307,3.7135,8.2185,9.0707,4.2905
97.396,11.262,48.89,24.808,3.9444,5.8128,15.311,4.671,1.8165,3.1659,7.0065,7.7331,2.9898
85.872,10.34,44.888,22.778,3.6215,5.337,14.057,4.2887,1.6678,2.9068,6.433,7.1001,2.4689
75.906,9.5387,41.408,21.011,3.3407,4.9232,12.967,3.9561,1.5385,2.6814,5.9342,6.5496,2.0784
65.641,8.7102,37.811,19.186,3.0506,4.4956,11.841,3.6125,1.4049,2.4485,5.4188,5.9807,1.7014
52.801,7.6668,33.282,16.888,2.6852,3.9571,10.423,3.1798,1.2366,2.1552,4.7697,5.2643,1.3083
27.604,5.6114,24.359,12.361,1.9653,2.8962,7.6284,2.3273,0.90506,1.5774,3.491,3.853,0.64991
10.593,4.2089,18.271,9.2711,1.4741,2.1723,5.7217,1.7456,0.67885,1.1831,2.6184,2.8899,0.37816
11.683,4.2991,18.662,9.4698,1.5057,2.2189,5.8443,1.783,0.6934,1.2085,2.6745,2.9519,0.39173
35.95,6.3,27.348,13.877,2.2064,3.2516,8.5645,2.6129,1.0161,1.771,3.9193,4.3258,0.77178
90.136,10.682,46.371,23.53,3.7412,5.5134,14.522,4.4304,1.7229,3.0028,6.6456,7.3348,2.6549
117.28,12.842,55.747,28.288,4.4976,6.6281,17.458,5.3261,2.0713,3.6099,7.9892,8.8177,4.0228
111.73,12.403,53.841,27.321,4.3439,6.4015,16.861,5.144,2.0005,3.4865,7.7161,8.5163,3.7168
109.41,12.219,53.041,26.915,4.2793,6.3064,16.611,5.0676,1.9707,3.4347,7.6014,8.3897,3.5926
103.17,11.722,50.887,25.822,4.1056,6.0503,15.936,4.8619,1.8907,3.2953,7.2928,8.0491,3.2726
95.244,11.091,48.144,24.43,3.8843,5.7242,15.077,4.5998,1.7888,3.1176,6.8997,7.6152,2.8881
86.372,10.381,45.062,22.866,3.6356,5.3577,14.112,4.3053,1.6743,2.918,6.4579,7.1277,2.4903
85.257,10.291,44.674,22.669,3.6043,5.3116,13.99,4.2682,1.6599,2.8929,6.4023,7.0663,2.4427
81.533,9.9897,43.365,22.005,3.4987,5.156,13.58,4.1432,1.6112,2.8082,6.2148,6.8593,2.3038
81.449,9.983,43.336,21.99,3.4963,5.1525,13.571,4.1404,1.6102,2.8063,6.2106,6.8547,2.3003
103.49,11.748,50.997,25.877,4.1144,6.0633,15.97,4.8723,1.8948,3.3023,7.3084,8.0663,3.2884
147.9,15.246,66.184,33.584,5.3397,7.869,20.726,6.3233,2.4591,4.2858,9.4849,10.469,5.9425
145.07,15.025,65.225,33.097,5.2623,7.755,20.426,6.2317,2.4234,4.2237,9.3475,10.317,5.749
130.95,13.919,60.422,30.66,4.8748,7.1839,18.922,5.7728,2.245,3.9127,8.6592,9.5572,4.8352
117.19,12.835,55.716,28.272,4.4951,6.6244,17.448,5.3232,2.0701,3.6079,7.9848,8.8128,4.0177
97.036,11.234,48.766,24.745,3.9344,5.798,15.272,4.6591,1.8119,3.1579,6.9887,7.7134,2.9727
85.746,10.33,44.844,22.755,3.618,5.3318,14.044,4.2845,1.6662,2.9039,6.4267,7.0932,2.4635
76.029,9.5485,41.45,21.033,3.3442,4.9283,12.981,3.9602,1.5401,2.6842,5.9403,6.5564,2.0831
63.958,8.574,37.22,18.886,3.0029,4.4253,11.656,3.556,1.3829,2.4102,5.334,5.8872,1.644
52.139,7.6129,33.048,16.77,2.6663,3.9293,10.349,3.1574,1.2279,2.14,4.7362,5.2273,1.2893
27.93,5.6381,24.475,12.419,1.9746,2.91,7.6647,2.3384,0.90938,1.5849,3.5076,3.8713,0.65636
16.679,4.7119,20.454,10.379,1.6502,2.4319,6.4055,1.9542,0.75998,1.3245,2.9314,3.2353,0.46067
17.556,4.7843,20.769,10.539,1.6756,2.4693,6.5039,1.9843,0.77165,1.3449,2.9764,3.285,0.47392
41.085,6.72,29.172,14.803,2.3535,3.4684,9.1355,2.7871,1.0839,1.889,4.1806,4.6142,0.89406
95.577,11.117,48.26,24.489,3.8936,5.7379,15.113,4.6108,1.7931,3.1251,6.9162,7.6335,2.9037
128.87,13.755,59.713,30.3,4.8176,7.0996,18.7,5.705,2.2186,3.8668,8.5576,9.445,4.7081
124.11,13.381,58.089,29.476,4.6866,6.9065,18.191,5.5499,2.1583,3.7616,8.3248,9.1882,4.4181
117.13,12.831,55.698,28.263,4.4937,6.6223,17.443,5.3215,2.0695,3.6068,7.9822,8.81,4.0147
102.83,11.695,50.769,25.762,4.096,6.0362,15.899,4.8505,1.8863,3.2876,7.2758,8.0303,3.2554
97.44,11.266,48.905,24.816,3.9456,5.8146,15.315,4.6725,1.8171,3.1669,7.0087,7.7355,2.9919
90.556,10.716,46.517,23.604,3.753,5.5307,14.567,4.4443,1.7283,3.0123,6.6665,7.3578,2.6736
87.468,10.468,45.444,23.059,3.6664,5.4031,14.231,4.3417,1.6885,2.9427,6.5126,7.188,2.5376
82.879,10.098,43.835,22.243,3.5365,5.2117,13.727,4.188,1.6287,2.8385,6.282,6.9335,2.36
87.139,10.442,45.329,23.001,3.6571,5.3895,14.195,4.3308,1.6842,2.9353,6.4962,7.1699,2.5233
108.22,12.124,52.63,26.706,4.2462,6.2575,16.482,5.0284,1.9555,3.4081,7.5426,8.3247,3.5318
159.26,16.13,70.021,35.531,5.6493,8.3252,21.928,6.6899,2.6016,4.5343,10.035,11.076,6.7658
162.39,16.373,71.074,36.065,5.7342,8.4504,22.258,6.7905,2.6407,4.6024,10.186,11.242,6.9991
151.13,15.498,67.277,34.138,5.4279,7.999,21.069,6.4277,2.4997,4.3566,9.6416,10.641,6.1675
139.53,14.592,63.345,32.143,5.1107,7.5315,19.837,6.0521,2.3536,4.102,9.0782,10.02,5.3805
113.6,12.551,54.483,27.646,4.3956,6.4778,17.062,5.2054,2.0243,3.5281,7.8081,8.6178,3.8182
100.53,11.513,49.976,25.36,4.0321,5.942,15.651,4.7748,1.8569,3.2363,7.1622,7.905,3.1417
87.402,10.463,45.421,23.048,3.6645,5.4003,14.224,4.3396,1.6876,2.9413,6.5093,7.1844,2.5347
71.361,9.1723,39.817,20.204,3.2124,4.7341,12.469,3.8042,1.4794,2.5784,5.7063,6.298,1.9058
59.587,8.2182,35.675,18.103,2.8782,4.2416,11.172,3.4085,1.3255,2.3102,5.1127,5.6429,1.5139
36.639,6.3564,27.593,14.002,2.2262,3.2807,8.6411,2.6363,1.0252,1.7868,3.9544,4.3645,0.78751
22.31,5.176,22.469,11.402,1.8128,2.6715,7.0365,2.1467,0.83484,1.455,3.2201,3.554,0.55162
20.588,5.0342,21.854,11.089,1.7631,2.5983,6.8438,2.0879,0.81197,1.4152,3.1319,3.4567,0.52233
45.72,7.0982,30.814,15.636,2.486,3.6636,9.6497,2.944,1.1449,1.9954,4.416,4.8739,1.0144
99.324,11.416,49.558,25.147,3.9983,5.8922,15.52,4.7348,1.8413,3.2092,7.1022,7.8387,3.0826
134.32,14.184,61.572,31.244,4.9676,7.3207,19.282,5.8827,2.2877,3.9872,8.824,9.7391,5.0457
137.42,14.427,62.627,31.779,5.0527,7.4461,19.612,5.9835,2.3269,4.0555,8.9752,9.906,5.2434
135.93,14.311,62.122,31.523,5.012,7.3861,19.454,5.9352,2.3081,4.0228,8.9029,9.8261,5.1483
128.83,13.753,59.701,30.294,4.8166,7.0982,18.696,5.7039,2.2182,3.866,8.5558,9.4431,4.7059
119.63,13.028,56.555,28.698,4.5628,6.7242,17.711,5.4034,2.1013,3.6623,8.105,8.9456,4.1568
114.37,12.612,54.751,27.782,4.4172,6.5096,17.146,5.2309,2.0343,3.5454,7.8464,8.6601,3.861
111.82,12.41,53.871,27.336,4.3463,6.405,16.87,5.1469,2.0016,3.4884,7.7203,8.521,3.7214
107.81,12.091,52.489,26.635,4.2348,6.2408,16.438,5.0149,1.9502,3.399,7.5224,8.3024,3.5104
113.94,12.578,54.601,27.706,4.4052,6.4918,17.099,5.2166,2.0287,3.5357,7.825,8.6365,3.8371
134.3,14.182,61.565,31.24,4.967,7.3198,19.28,5.882,2.2874,3.9867,8.823,9.738,5.0444
165.68,16.626,72.173,36.623,5.8229,8.581,22.602,6.8955,2.6816,4.6736,10.343,11.416,7.2474
156.72,15.932,69.163,35.095,5.58,8.2232,21.659,6.6079,2.5697,4.4787,9.9118,10.94,6.579
138.89,14.543,63.129,32.034,5.0932,7.5058,19.77,6.0315,2.3456,4.088,9.0472,9.9854,5.339
127.14,13.619,59.122,30,4.7699,7.0294,18.515,5.6486,2.1967,3.8285,8.4729,9.3516,4.6037
105.8,11.932,51.797,26.283,4.1789,6.1584,16.221,4.9487,1.9245,3.3541,7.4231,8.1929,3.4063
98.606,11.359,49.309,25.021,3.9782,5.8627,15.442,4.7111,1.8321,3.1931,7.0666,7.7994,3.0479
88.734,10.57,45.884,23.283,3.7019,5.4554,14.369,4.3838,1.7048,2.9713,6.5757,7.2577,2.5928
74.451,9.4215,40.899,20.753,3.2997,4.8627,12.808,3.9075,1.5196,2.6484,5.8613,6.4691,2.0221
56.118,7.9366,34.453,17.482,2.7796,4.0963,10.789,3.2917,1.2801,2.231,4.9375,5.4495,1.4063
31.073,5.8987,25.606,12.994,2.0659,3.0445,8.019,2.4465,0.95141,1.6582,3.6697,4.0503,0.68313
15.227,4.592,19.934,10.115,1.6082,2.3701,6.2425,1.9045,0.74064,1.2908,2.8568,3.153,0.43949
11.05,4.2467,18.435,9.3545,1.4873,2.1919,5.7732,1.7613,0.68495,1.1938,2.642,2.9159,0.38379
17.393,4.7708,20.71,10.509,1.6709,2.4623,6.4856,1.9787,0.76948,1.3411,2.968,3.2758,0.47142
37.973,6.4655,28.067,14.242,2.2644,3.3371,8.7896,2.6816,1.0428,1.8175,4.0223,4.4395,0.81857
72.352,9.2523,40.164,20.381,3.2404,4.7754,12.578,3.8374,1.4923,2.6009,5.756,6.353,1.9426
99.218,11.408,49.521,25.128,3.9953,5.8878,15.508,4.7313,1.8399,3.2068,7.0969,7.8329,3.0774
103.5,11.748,51,25.879,4.1146,6.0637,15.971,4.8726,1.8949,3.3025,7.3089,8.0669,3.2889
93.262,10.932,47.457,24.081,3.8288,5.6424,14.862,4.5341,1.7633,3.0731,6.8011,7.5064,2.7963
80.399,9.9001,42.976,21.808,3.4673,5.1097,13.459,4.106,1.5968,2.783,6.159,6.7978,2.2579
72.57,9.2699,40.241,20.419,3.2466,4.7845,12.602,3.8446,1.4951,2.6058,5.767,6.365,1.9508
67.662,8.8736,38.52,19.546,3.1078,4.5799,12.063,3.6803,1.4312,2.4944,5.5204,6.0929,1.772
63.127,8.5067,36.928,18.738,2.9793,4.3906,11.564,3.5281,1.372,2.3913,5.2922,5.841,1.6162
70.451,9.0988,39.498,20.043,3.1867,4.6962,12.369,3.7737,1.4676,2.5577,5.6606,6.2476,1.8723
91.876,10.821,46.976,23.837,3.79,5.5852,14.711,4.4881,1.7454,3.0419,6.7322,7.4303,2.733
129.52,13.806,59.933,30.412,4.8354,7.1258,18.769,5.7261,2.2268,3.881,8.5891,9.4799,4.7474
122.79,13.278,57.638,29.247,4.6502,6.8529,18.05,5.5068,2.1415,3.7324,8.2602,9.1168,4.3404
109.51,12.227,53.078,26.934,4.2823,6.3108,16.622,5.0712,1.9721,3.4371,7.6068,8.3956,3.5983
99.041,11.394,49.46,25.097,3.9904,5.8806,15.489,4.7255,1.8377,3.2028,7.0882,7.8232,3.0689
86.337,10.378,45.05,22.86,3.6346,5.3562,14.108,4.3041,1.6738,2.9172,6.4562,7.1257,2.4888
78.2,9.7232,42.209,21.418,3.4054,5.0185,13.218,4.0327,1.5683,2.7333,6.049,6.6763,2.1689
68.311,8.9261,38.748,19.662,3.1262,4.607,12.135,3.7021,1.4397,2.5092,5.5531,6.129,1.795
52.456,7.6388,33.16,16.826,2.6753,3.9426,10.384,3.1681,1.2321,2.1473,4.7522,5.245,1.2984
35.274,6.2446,27.108,13.755,2.187,3.223,8.4892,2.5899,1.0072,1.7554,3.8849,4.2878,0.75654
14.199,4.507,19.565,9.9279,1.5785,2.3262,6.127,1.8693,0.72694,1.2669,2.8039,3.0947,0.42506
4.4445,3.6993,16.059,8.1486,1.2956,1.9093,5.029,1.5343,0.59666,1.0399,2.3014,2.5401,0.3115
2.6718,3.5521,15.42,7.8244,1.2441,1.8333,4.8289,1.4732,0.57292,0.99852,2.2098,2.439,0.2954
7.5053,3.9531,17.161,8.7078,1.3845,2.0403,5.3741,1.6395,0.6376,1.1112,2.4593,2.7144,0.34258
24.3,5.3398,23.18,11.762,1.8702,2.756,7.2591,2.2147,0.86125,1.501,3.322,3.6665,0.58711
51.119,7.5299,32.687,16.587,2.6372,3.8864,10.237,3.123,1.2145,2.1167,4.6845,5.1703,1.2605
80.646,9.9199,43.062,21.851,3.4743,5.1199,13.486,4.1142,1.6,2.7885,6.1714,6.8114,2.268
87.933,10.506,45.605,23.142,3.6794,5.4223,14.282,4.3572,1.6945,2.9532,6.5358,7.2136,2.5578
79.641,9.8392,42.712,21.673,3.446,5.0783,13.376,4.0808,1.587,2.7658,6.1211,6.7559,2.227
70.521,9.1045,39.523,20.055,3.1887,4.6991,12.377,3.7761,1.4685,2.5593,5.6641,6.2515,1.8748
60.592,8.3013,36.036,18.286,2.9074,4.2845,11.285,3.4429,1.3389,2.3335,5.1644,5.6999,1.533
52.109,7.6105,33.037,16.764,2.6654,3.928,10.346,3.1564,1.2275,2.1394,4.7347,5.2257,1.2885
52.054,7.606,33.018,16.754,2.6639,3.9257,10.34,3.1546,1.2268,2.1381,4.7319,5.2226,1.2869
60.924,8.3282,36.153,18.345,2.9168,4.2984,11.322,3.4541,1.3433,2.3411,5.1811,5.7184,1.5438
85.671,10.324,44.818,22.742,3.6159,5.3287,14.035,4.282,1.6652,2.9022,6.423,7.0891,2.4603
127.64,13.659,59.293,30.087,4.7837,7.0497,18.568,5.6649,2.203,3.8396,8.4974,9.3786,4.6337
125.49,13.488,58.553,29.712,4.724,6.9617,18.337,5.5943,2.1755,3.7917,8.3914,9.2616,4.4991
114.69,12.637,54.859,27.837,4.426,6.5225,17.18,5.2413,2.0383,3.5525,7.862,8.6773,3.8785
105.92,11.941,51.836,26.303,4.1821,6.1631,16.233,4.9525,1.926,3.3567,7.4287,8.1991,3.4122
