Pslack,Bus 1,Bus 2,Bus 3,Bus 4,Bus 5,Bus 6,Bus 7,Bus 8,Bus 9,Bus 10,Bus 11,System Loss
83.337,10.137,44.005,22.33,3.5503,5.232,13.781,4.2043,1.635,2.8496,6.3065,6.9605,2.3621
81.228,9.9667,43.265,21.954,3.4906,5.1441,13.549,4.1336,1.6075,2.8017,6.2005,6.8435,2.2919
76.208,9.563,41.513,21.065,3.3492,4.9357,13,3.9662,1.5424,2.6882,5.9493,6.5663,2.0901
73.196,9.3203,40.46,20.53,3.2643,4.8105,12.67,3.8656,1.5033,2.62,5.7983,6.3996,1.9743
70.841,9.1303,39.635,20.112,3.1977,4.7124,12.412,3.7868,1.4726,2.5666,5.6802,6.2692,1.8866
67.42,8.854,38.435,19.503,3.1009,4.5698,12.037,3.6722,1.4281,2.4889,5.5083,6.0795,1.7634
69.428,9.0163,39.14,19.861,3.1578,4.6536,12.257,3.7395,1.4542,2.5345,5.6092,6.1909,1.8351
71.254,9.1637,39.78,20.185,3.2094,4.7296,12.458,3.8006,1.478,2.576,5.7009,6.2921,1.9018
96.818,11.216,48.69,24.707,3.9283,5.789,15.248,4.6519,1.8091,3.153,6.9779,7.7015,2.9623
92.025,10.833,47.027,23.863,3.7941,5.5914,14.727,4.4931,1.7473,3.0453,6.7396,7.4385,2.7398
76.83,9.6131,41.73,21.175,3.3668,4.9616,13.068,3.987,1.5505,2.7023,5.9805,6.6007,2.1145
68.884,8.9723,38.949,19.764,3.1424,4.6309,12.197,3.7212,1.4472,2.5222,5.5819,6.1607,1.8155
53.901,7.7563,33.67,17.085,2.7165,4.0033,10.544,3.2169,1.251,2.1804,4.8254,5.3258,1.3402
57.533,8.0515,34.951,17.735,2.8199,4.1556,10.946,3.3393,1.2986,2.2633,5.009,5.5284,1.4495
51.144,7.532,32.696,16.591,2.6379,3.8875,10.239,3.1239,1.2148,2.1173,4.6858,5.1717,1.2612
40.926,6.707,29.115,14.774,2.349,3.4617,9.1178,2.7817,1.0818,1.8854,4.1725,4.6053,0.89009
25.664,5.452,23.667,12.009,1.9094,2.8139,7.4116,2.2612,0.87935,1.5326,3.3918,3.7435,0.61245
3.5337,3.6237,15.73,7.9821,1.2691,1.8703,4.9262,1.5029,0.58446,1.0186,2.2544,2.4881,0.30305
-8.7113,2.6042,11.305,5.7365,0.91208,1.3441,3.5403,1.0801,0.42003,0.73206,1.6201,1.7881,0.22552
-12.983,2.2473,9.7554,4.9502,0.78706,1.1599,3.055,0.93205,0.36246,0.63172,1.3981,1.5431,0.21427
-6.0624,2.8252,12.264,6.2233,0.98948,1.4582,3.8408,1.1718,0.45568,0.79419,1.7576,1.9399,0.2366
11.01,4.2434,18.421,9.3472,1.4862,2.1901,5.7686,1.7599,0.68442,1.1928,2.6399,2.9137,0.38329
38.712,6.526,28.329,14.375,2.2856,3.3683,8.8718,2.7066,1.0526,1.8345,4.06,4.481,0.83611
57.19,8.0236,34.831,17.674,2.8101,4.1412,10.908,3.3278,1.2941,2.2555,4.9917,5.5093,1.439
61.093,8.3419,36.212,18.375,2.9216,4.3055,11.34,3.4598,1.3455,2.345,5.1897,5.7278,1.5492
56.359,7.9561,34.538,17.526,2.7865,4.1064,10.816,3.2998,1.2832,2.2365,4.9497,5.463,1.4136
49.041,7.3607,31.953,16.214,2.5779,3.7991,10.006,3.0528,1.1872,2.0691,4.5792,5.0541,1.2031
44.292,6.9818,30.308,15.379,2.4452,3.6035,9.4914,2.8957,1.1261,1.9626,4.3435,4.7939,0.9763
37.31,6.4113,27.832,14.123,2.2454,3.3091,8.7158,2.6591,1.0341,1.8023,3.9886,4.4022,0.80304
32.816,6.0417,26.227,13.309,2.116,3.1183,8.2134,2.5058,0.97448,1.6984,3.7587,4.1485,0.71964
33.833,6.1251,26.589,13.492,2.1452,3.1614,8.3268,2.5404,0.98792,1.7218,3.8106,4.2057,0.74156
43.098,6.8843,29.885,15.165,2.4111,3.5532,9.3589,2.8552,1.1104,1.9352,4.2829,4.727,0.94514
76.561,9.5914,41.637,21.128,3.3592,4.9504,13.039,3.978,1.547,2.6962,5.967,6.5858,2.104
70.732,9.1215,39.597,20.093,3.1946,4.7079,12.4,3.7831,1.4712,2.5641,5.6747,6.2632,1.8826
57.665,8.0622,34.998,17.759,2.8236,4.1611,10.96,3.3438,1.3004,2.2663,5.0156,5.5358,1.4536
50.581,7.4861,32.497,16.49,2.6219,3.8638,10.177,3.1049,1.2074,2.1044,4.6573,5.1403,1.2454
39.896,6.6228,28.75,14.588,2.3195,3.4182,9.0033,2.7468,1.0682,1.8617,4.1202,4.5475,0.86471
40.065,6.6366,28.809,14.619,2.3243,3.4253,9.0221,2.7525,1.0704,1.8656,4.1287,4.5569,0.86883
32.734,6.035,26.198,13.294,2.1137,3.1149,8.2043,2.503,0.97339,1.6965,3.7545,4.1439,0.7179
17.76,4.8011,20.841,10.576,1.6815,2.478,6.5268,1.9912,0.77436,1.3496,2.9868,3.2966,0.47704
7.1205,3.9212,17.022,8.6375,1.3733,2.0239,5.3307,1.6263,0.63246,1.1023,2.4395,2.6925,0.33844
-11.027,2.4108,10.465,5.3104,0.84433,1.2443,3.2773,0.99987,0.38884,0.67769,1.4998,1.6553,0.2184
-19.67,1.6871,7.3237,3.7163,0.59087,0.87075,2.2935,0.69971,0.27211,0.47425,1.0496,1.1584,0.21316
-20.025,1.6573,7.1942,3.6506,0.58043,0.85537,2.253,0.68735,0.2673,0.46587,1.031,1.1379,0.21367
-15.264,2.0564,8.9267,4.5297,0.7202,1.0613,2.7955,0.85287,0.33167,0.57806,1.2793,1.412,0.21163
-4.1499,2.9846,12.956,6.5744,1.0453,1.5405,4.0575,1.2379,0.48139,0.839,1.8568,2.0494,0.24656
18.452,4.8582,21.089,10.701,1.7015,2.5074,6.6044,2.0149,0.78357,1.3657,3.0224,3.3358,0.4878
40.996,6.7127,29.14,14.786,2.351,3.4646,9.1255,2.7841,1.0827,1.887,4.1761,4.6092,0.89183
48.483,7.3152,31.755,16.114,2.562,3.7756,9.9446,3.0339,1.1799,2.0563,4.5509,5.0229,1.188
47.775,7.2657,31.54,16.005,2.5447,3.75,9.8773,3.0134,1.1719,2.0424,4.5201,4.9889,1.0707
43.382,6.9075,29.986,15.216,2.4192,3.5652,9.3904,2.8649,1.1141,1.9418,4.2973,4.743,0.95251
40.616,6.6816,29.005,14.718,2.3401,3.4486,9.0833,2.7712,1.0777,1.8782,4.1568,4.5878,0.8824
37.537,6.4299,27.912,14.163,2.2519,3.3186,8.741,2.6668,1.0371,1.8075,4.0001,4.415,0.80832
32.345,6.0031,26.06,13.223,2.1025,3.0984,8.1609,2.4898,0.96824,1.6875,3.7346,4.1219,0.70964
35.162,6.2355,27.068,13.735,2.1838,3.2183,8.4768,2.5861,1.0057,1.7528,3.8792,4.2815,0.75405
46.532,7.1644,31.101,15.781,2.5092,3.6978,9.7396,2.9714,1.1555,2.014,4.4571,4.9193,1.0364
75.684,9.5208,41.33,20.972,3.3345,4.9139,12.943,3.9487,1.5356,2.6763,5.9231,6.5373,2.0697
76.018,9.5477,41.447,21.031,3.3439,4.9278,12.98,3.9599,1.54,2.6839,5.9398,6.5558,2.0827
64.8,8.6421,37.516,19.037,3.0267,4.4605,11.749,3.5843,1.3939,2.4294,5.3764,5.934,1.6726
56.232,7.9458,34.493,17.503,2.7829,4.1011,10.802,3.2955,1.2816,2.2336,4.9433,5.4559,1.4097
40.942,6.7083,29.121,14.777,2.3495,3.4624,9.1196,2.7822,1.082,1.8857,4.1734,4.6062,0.8905
39.268,6.5715,28.527,14.475,2.3015,3.3917,8.9335,2.7255,1.0599,1.8473,4.0882,4.5122,0.84946
29.98,5.809,25.217,12.796,2.0345,2.9982,7.897,2.4093,0.93694,1.6329,3.6139,3.9887,0.66091
17.495,4.7792,20.747,10.527,1.6738,2.4667,6.4971,1.9822,0.77084,1.3435,2.9732,3.2816,0.47298
9.8979,4.1513,18.021,9.1444,1.4539,2.1426,5.6435,1.7217,0.66957,1.167,2.5826,2.8504,0.36978
-7.9424,2.6684,11.584,5.8779,0.93455,1.3772,3.6275,1.1067,0.43039,0.7501,1.6601,1.8322,0.22841
-14.756,2.0989,9.1111,4.6233,0.73508,1.0833,2.8533,0.87049,0.33852,0.59,1.3057,1.4411,0.21202
-10.264,2.4745,10.742,5.4508,0.86665,1.2772,3.364,1.0263,0.39912,0.6956,1.5394,1.6991,0.22048
12.416,4.3597,18.925,9.6034,1.5269,2.2502,5.9268,1.8082,0.70318,1.2255,2.7123,2.9935,0.40115
62.95,8.4924,36.866,18.707,2.9743,4.3832,11.545,3.5222,1.3697,2.3873,5.2833,5.8312,1.6103
91.819,10.817,46.956,23.827,3.7884,5.5829,14.705,4.4862,1.7447,3.0407,6.7294,7.4272,2.7305
91.864,10.82,46.972,23.835,3.7897,5.5848,14.71,4.4877,1.7452,3.0417,6.7316,7.4297,2.7325
91.893,10.823,46.982,23.84,3.7905,5.5859,14.713,4.4887,1.7456,3.0423,6.733,7.4313,2.7338
90.62,10.721,46.54,23.616,3.7548,5.5334,14.574,4.4464,1.7292,3.0137,6.6697,7.3613,2.6765
84.764,10.252,44.502,22.582,3.5904,5.2911,13.937,4.2518,1.6535,2.8818,6.3777,7.0391,2.4219
78.212,9.7242,42.213,21.42,3.4057,5.019,13.22,4.0331,1.5684,2.7335,6.0496,6.677,2.1694
76.473,9.5843,41.606,21.112,3.3567,4.9467,13.029,3.9751,1.5459,2.6942,5.9626,6.5809,2.1005
73.472,9.3425,40.556,20.579,3.272,4.822,12.701,3.8748,1.5069,2.6262,5.8122,6.4149,1.9848
73.755,9.3654,40.655,20.63,3.28,4.8337,12.732,3.8842,1.5105,2.6327,5.8264,6.4306,1.9955
88.542,10.554,45.817,23.249,3.6965,5.4475,14.348,4.3774,1.7023,2.9669,6.5661,7.2471,2.5844
129.17,13.779,59.817,30.353,4.826,7.112,18.732,5.715,2.2225,3.8735,8.5725,9.4615,4.7266
128.62,13.736,59.628,30.257,4.8108,7.0896,18.673,5.697,2.2155,3.8613,8.5454,9.4316,4.6931
115.7,12.717,55.206,28.013,4.454,6.5638,17.289,5.2745,2.0512,3.5749,7.9117,8.7322,3.9346
103.11,11.718,50.866,25.811,4.1038,6.0478,15.929,4.8598,1.8899,3.2939,7.2897,8.0457,3.2694
80.089,9.8752,42.868,21.753,3.4586,5.0969,13.425,4.0957,1.5928,2.776,6.1435,6.7807,2.2452
75.025,9.4677,41.1,20.855,3.3159,4.8866,12.871,3.9267,1.5271,2.6614,5.8901,6.5009,2.0442
62.687,8.471,36.773,18.66,2.9668,4.3721,11.516,3.5133,1.3663,2.3813,5.27,5.8165,1.6015
52.418,7.6356,33.146,16.82,2.6742,3.941,10.38,3.1669,1.2316,2.1464,4.7503,5.2429,1.2973
38.961,6.5464,28.418,14.42,2.2927,3.3788,8.8994,2.7151,1.0559,1.8402,4.0726,4.495,0.84207
15.698,4.6309,20.103,10.201,1.6219,2.3901,6.2954,1.9206,0.74692,1.3018,2.881,3.1797,0.44626
2.6593,3.5511,15.415,7.8222,1.2437,1.8328,4.8275,1.4728,0.57275,0.99822,2.2092,2.4383,0.29529
3.9574,3.6588,15.883,8.0596,1.2814,1.8884,4.974,1.5175,0.59014,1.0285,2.2762,2.5123,0.30693
29.153,5.7411,24.922,12.646,2.0107,2.9632,7.8047,2.3811,0.92599,1.6139,3.5717,3.9421,0.64447
84.644,10.242,44.461,22.561,3.5871,5.2862,13.923,4.2478,1.6519,2.8791,6.3717,7.0325,2.4168
111.92,12.418,53.908,27.355,4.3493,6.4094,16.882,5.1504,2.0029,3.4909,7.7257,8.5268,3.7273
106.63,11.998,52.082,26.428,4.2019,6.1923,16.31,4.9759,1.9351,3.3726,7.4639,8.238,3.4489
101.03,11.552,50.147,25.446,4.0458,5.9622,15.704,4.7911,1.8632,3.2473,7.1866,7.9319,3.1659
95.749,11.131,48.319,24.519,3.8984,5.745,15.132,4.6165,1.7953,3.129,6.9248,7.6429,2.9118
87.629,10.481,45.5,23.088,3.6709,5.4097,14.249,4.3471,1.6905,2.9464,6.5207,7.1969,2.5446
81.088,9.9554,43.217,21.929,3.4867,5.1383,13.534,4.129,1.6057,2.7985,6.1935,6.8357,2.2862
78.485,9.7462,42.308,21.469,3.4134,5.0303,13.249,4.0422,1.572,2.7397,6.0633,6.6921,2.1803
74.844,9.4531,41.036,20.823,3.3108,4.879,12.851,3.9207,1.5247,2.6573,5.881,6.4909,2.0372
74.525,9.4274,40.925,20.766,3.3018,4.8658,12.816,3.91,1.5206,2.6501,5.865,6.4732,2.0249
86.061,10.356,44.954,22.811,3.6269,5.3449,14.078,4.295,1.6703,2.911,6.4425,7.1106,2.477
127.8,13.671,59.348,30.115,4.7881,7.0562,18.586,5.6702,2.2051,3.8431,8.5052,9.3873,4.6434
127.54,13.651,59.259,30.07,4.781,7.0457,18.558,5.6617,2.2018,3.8374,8.4926,9.3733,4.6278
115.32,12.687,55.076,27.947,4.4435,6.5483,17.248,5.2621,2.0464,3.5665,7.8931,8.7116,3.9135
99.931,11.465,49.768,25.254,4.0152,5.9172,15.585,4.7549,1.8491,3.2227,7.1323,7.872,3.1122
84.343,10.218,44.355,22.507,3.5786,5.2737,13.89,4.2378,1.648,2.8723,6.3567,7.0159,2.4041
76.549,9.5904,41.632,21.125,3.3589,4.9499,13.038,3.9776,1.5468,2.6959,5.9664,6.5851,2.1035
63.999,8.5773,37.234,18.894,3.004,4.427,11.66,3.5574,1.3834,2.4111,5.3361,5.8895,1.6454
52.786,7.6657,33.277,16.886,2.6847,3.9565,10.421,3.1793,1.2364,2.1549,4.769,5.2635,1.3079
39.062,6.5546,28.454,14.438,2.2956,3.383,8.9106,2.7185,1.0572,1.8425,4.0777,4.5006,0.84449
14.279,4.5137,19.594,9.9426,1.5808,2.3296,6.1361,1.872,0.72801,1.2688,2.8081,3.0993,0.42617
0.99499,3.4128,14.815,7.5175,1.1953,1.7614,4.6395,1.4154,0.55045,0.95935,2.1232,2.3433,0.28147
1.0027,3.4134,14.818,7.5189,1.1955,1.7618,4.6404,1.4157,0.55055,0.95953,2.1236,2.3438,0.28153
22.758,5.2129,22.629,11.483,1.8257,2.6905,7.0866,2.162,0.84079,1.4654,3.243,3.5793,0.55946
73.542,9.3482,40.581,20.592,3.274,4.8249,12.708,3.8771,1.5078,2.6278,5.8157,6.4188,1.9874
93.523,10.953,47.548,24.127,3.8361,5.6532,14.89,4.5428,1.7666,3.079,6.8142,7.5208,2.8083
91.737,10.81,46.928,23.813,3.7861,5.5795,14.696,4.4835,1.7436,3.0388,6.7253,7.4227,2.7268
89.701,10.647,46.22,23.454,3.729,5.4954,14.475,4.416,1.7173,2.993,6.6239,7.3109,2.6356
86.16,10.364,44.988,22.829,3.6296,5.3489,14.089,4.2983,1.6715,2.9133,6.4474,7.116,2.4812
80.498,9.908,43.011,21.825,3.4701,5.1138,13.469,4.1093,1.5981,2.7852,6.164,6.8032,2.2619
76.08,9.5527,41.468,21.042,3.3456,4.9304,12.986,3.9619,1.5408,2.6853,5.9429,6.5592,2.0851
74.659,9.4382,40.971,20.79,3.3055,4.8713,12.831,3.9145,1.5223,2.6531,5.8717,6.4806,2.0301
73.034,9.3073,40.403,20.502,3.2597,4.8038,12.653,3.8602,1.5012,2.6163,5.7902,6.3907,1.9682
74.455,9.4218,40.9,20.754,3.2998,4.8629,12.808,3.9077,1.5196,2.6485,5.8615,6.4694,2.0223
79.211,9.8046,42.562,21.597,3.4339,5.0604,13.329,4.0664,1.5814,2.7561,6.0996,6.7322,2.2095
116.49,12.78,55.477,28.151,4.4759,6.596,17.373,5.3004,2.0613,3.5925,7.9506,8.7751,3.9786
112.38,12.455,54.066,27.435,4.362,6.4282,16.931,5.1655,2.0088,3.5011,7.7482,8.5518,3.7521
99.946,11.466,49.773,25.256,4.0157,5.9178,15.587,4.7554,1.8493,3.2231,7.1331,7.8728,3.1129
88.504,10.551,45.804,23.242,3.6954,5.4459,14.344,4.3762,1.7018,2.9661,6.5643,7.245,2.5827
67.834,8.8875,38.581,19.577,3.1127,4.5871,12.082,3.6861,1.4335,2.4983,5.5291,6.1025,1.7781
65.205,8.6749,37.658,19.109,3.0382,4.4774,11.793,3.5979,1.3992,2.4386,5.3968,5.9565,1.6864
56.742,7.9872,34.673,17.594,2.7974,4.1224,10.858,3.3127,1.2883,2.2453,4.969,5.4843,1.4252
48.284,7.3072,31.721,16.096,2.5592,3.7714,9.9337,3.0306,1.1786,2.0541,4.5459,5.0174,1.085
34.984,6.2208,27.005,13.703,2.1787,3.2108,8.4569,2.5801,1.0034,1.7487,3.8701,4.2714,0.75007
11.19,4.2582,18.485,9.3799,1.4914,2.1978,5.7888,1.7661,0.68681,1.197,2.6491,2.9239,0.38552
-1.4465,3.2097,13.933,7.0703,1.1241,1.6566,4.3635,1.3312,0.5177,0.90227,1.9968,2.2039,0.26343
-1.697,3.1889,13.843,7.0244,1.1168,1.6459,4.3351,1.3226,0.51434,0.89641,1.9839,2.1896,0.26173
19.545,4.9483,21.481,10.9,1.733,2.554,6.7269,2.0523,0.79811,1.391,3.0784,3.3977,0.50522
69.913,9.0555,39.31,19.947,3.1715,4.6738,12.31,3.7557,1.4606,2.5455,5.6336,6.2178,1.8527
93.238,10.93,47.449,24.077,3.8281,5.6414,14.859,4.5333,1.763,3.0726,6.8,7.5051,2.7952
91.061,10.756,46.693,23.693,3.7672,5.5516,14.623,4.4611,1.7349,3.0236,6.6917,7.3856,2.6963
91.468,10.789,46.834,23.765,3.7785,5.5684,14.667,4.4746,1.7401,3.0328,6.7119,7.4079,2.7146
87.761,10.492,45.546,23.111,3.6746,5.4152,14.263,4.3515,1.6922,2.9493,6.5272,7.2041,2.5503
84.266,10.212,44.329,22.494,3.5764,5.2705,13.882,4.2352,1.647,2.8705,6.3528,7.0116,2.4009
83,10.108,43.877,22.264,3.54,5.2168,13.741,4.1921,1.6302,2.8413,6.2881,6.9402,2.3651
79.743,9.8473,42.747,21.691,3.4488,5.0825,13.387,4.0841,1.5883,2.7681,6.1262,6.7615,2.2311
78.424,9.7413,42.287,21.458,3.4117,5.0278,13.243,4.0402,1.5712,2.7383,6.0603,6.6887,2.1779
78.602,9.7556,42.349,21.489,3.4167,5.0351,13.262,4.0461,1.5735,2.7424,6.0691,6.6985,2.185
92.953,10.908,47.35,24.027,3.8201,5.6297,14.828,4.5239,1.7593,3.0662,6.7858,7.4895,2.7821
127.56,13.653,59.266,30.073,4.7816,7.0465,18.56,5.6624,2.202,3.8378,8.4935,9.3744,4.629
124.23,13.39,58.128,29.496,4.6898,6.9112,18.204,5.5537,2.1598,3.7641,8.3305,9.1944,4.425
112.28,12.447,54.032,27.417,4.3592,6.4242,16.921,5.1623,2.0075,3.4989,7.7434,8.5464,3.7468
100.67,11.523,50.023,25.383,4.0358,5.9476,15.665,4.7793,1.8586,3.2393,7.1689,7.9124,3.1483
78.415,9.7405,42.284,21.456,3.4114,5.0274,13.242,4.0399,1.5711,2.7381,6.0598,6.6882,2.1775
73.295,9.3283,40.494,20.548,3.2671,4.8146,12.681,3.8689,1.5046,2.6222,5.8033,6.4052,1.9781
61.883,8.4059,36.49,18.516,2.944,4.3385,11.427,3.4863,1.3558,2.3629,5.2295,5.7718,1.575
49.501,7.3981,32.115,16.296,2.591,3.8184,10.057,3.0683,1.1932,2.0797,4.6025,5.0798,1.2156
35.811,6.2886,27.299,13.852,2.2025,3.2457,8.549,2.6082,1.0143,1.7678,3.9122,4.318,0.76863
12.179,4.3401,18.84,9.5602,1.52,2.2401,5.9001,1.8,0.70002,1.22,2.7001,2.9801,0.39808
0.66,3.3849,14.694,7.4562,1.1855,1.7471,4.6016,1.4039,0.54596,0.95152,2.1058,2.3242,0.27884
-1.1677,3.2329,14.034,7.1214,1.1323,1.6686,4.395,1.3408,0.52144,0.9088,2.0113,2.2198,0.26535
22.136,5.1617,22.407,11.37,1.8078,2.6641,7.017,2.1408,0.83253,1.451,3.2112,3.5442,0.5486
70.274,9.0846,39.436,20.011,3.1817,4.6888,12.35,3.7678,1.4653,2.5537,5.6517,6.2378,1.8658
96.053,11.155,48.425,24.572,3.9069,5.7575,15.165,4.6266,1.7992,3.1358,6.9399,7.6596,2.9261
96.252,11.171,48.494,24.607,3.9124,5.7657,15.186,4.6332,1.8018,3.1403,6.9497,7.6705,2.9355
96.823,11.217,48.692,24.708,3.9284,5.7892,15.248,4.6521,1.8091,3.1531,6.9781,7.7018,2.9625
95.731,11.129,48.313,24.516,3.8979,5.7442,15.13,4.6159,1.7951,3.1286,6.9238,7.6419,2.9109
90.075,10.677,46.35,23.519,3.7395,5.5108,14.515,4.4283,1.7221,3.0014,6.6425,7.3314,2.6521
86.078,10.357,44.96,22.814,3.6273,5.3456,14.08,4.2955,1.6705,2.9114,6.4433,7.1115,2.4777
82.639,10.079,43.751,22.201,3.5298,5.2018,13.701,4.18,1.6256,2.8331,6.27,6.9203,2.3499
77.863,9.6962,42.091,21.358,3.3959,5.0045,13.181,4.0215,1.5639,2.7257,6.0322,6.6578,2.1555
77.695,9.6826,42.032,21.329,3.3912,4.9975,13.163,4.0158,1.5617,2.7218,6.0238,6.6484,2.1488
88.498,10.551,45.802,23.241,3.6953,5.4457,14.344,4.376,1.7018,2.9659,6.564,7.2447,2.5825
117.07,12.825,55.675,28.251,4.4918,6.6196,17.435,5.3193,2.0686,3.6053,7.9789,8.8064,4.011
111.91,12.418,53.905,27.353,4.349,6.409,16.881,5.1501,2.0028,3.4906,7.7252,8.5263,3.7268
97.877,11.301,49.057,24.893,3.9579,5.8326,15.363,4.6869,1.8227,3.1767,7.0304,7.7595,3.0128
90.565,10.716,46.52,23.606,3.7532,5.5311,14.569,4.4446,1.7285,3.0125,6.6669,7.3583,2.674
73.645,9.3565,40.617,20.61,3.2769,4.8292,12.72,3.8806,1.5091,2.6302,5.8209,6.4245,1.9913
75.946,9.5419,41.421,21.019,3.3419,4.9248,12.972,3.9575,1.539,2.6823,5.9362,6.5518,2.0799
65.251,8.6786,37.674,19.117,3.0395,4.4793,11.798,3.5994,1.3998,2.4396,5.3991,5.959,1.688
52.087,7.6087,33.03,16.76,2.6648,3.9271,10.344,3.1557,1.2272,2.1389,4.7335,5.2244,1.2878
34.202,6.1554,26.72,13.559,2.1558,3.177,8.3679,2.5529,0.9928,1.7303,3.8294,4.2265,0.74963
11.054,4.247,18.436,9.3552,1.4874,2.192,5.7736,1.7614,0.68501,1.1939,2.6422,2.9162,0.38384
-1.898,3.1721,13.77,6.9875,1.111,1.6372,4.3124,1.3156,0.51164,0.89171,1.9735,2.1781,0.26038
-6.8878,2.7564,11.966,6.0717,0.96537,1.4227,3.7472,1.1432,0.44458,0.77484,1.7148,1.8926,0.23281
-0.014834,3.3288,14.45,7.3326,1.1659,1.7181,4.5254,1.3806,0.53691,0.93575,2.0709,2.2857,0.27369
20.825,5.0537,21.938,11.132,1.77,2.6084,6.8703,2.096,0.81512,1.4206,3.144,3.4701,0.52628
51.383,7.5514,32.781,16.634,2.6447,3.8975,10.266,3.1319,1.218,2.1227,4.6979,5.1851,1.2679
69.007,8.9823,38.992,19.786,3.1459,4.636,12.211,3.7254,1.4488,2.525,5.588,6.1675,1.8199
71.503,9.1838,39.867,20.23,3.2164,4.74,12.485,3.8089,1.4813,2.5816,5.7134,6.3059,1.911
66.054,8.7436,37.956,19.26,3.0623,4.5128,11.886,3.6264,1.4103,2.4579,5.4395,6.0037,1.7157
55.359,7.8749,34.185,17.346,2.758,4.0644,10.705,3.2661,1.2701,2.2137,4.8991,5.4072,1.3834
47.074,7.2086,31.293,15.879,2.5247,3.7206,9.7997,2.9897,1.1627,2.0264,4.4846,4.9497,1.0513
41.227,6.7316,29.222,14.828,2.3576,3.4744,9.1512,2.7919,1.0857,1.8923,4.1879,4.6221,0.89761
36.626,6.3553,27.588,13.999,2.2258,3.2802,8.6397,2.6358,1.025,1.7865,3.9538,4.3638,0.78721
37.982,6.4663,28.07,14.244,2.2647,3.3374,8.7905,2.6819,1.0429,1.8177,4.0228,4.44,0.81877
50.031,7.4413,32.303,16.391,2.6062,3.8407,10.116,3.0863,1.2002,2.0918,4.6294,5.1095,1.2302
87.028,10.433,45.29,22.982,3.654,5.3848,14.183,4.3271,1.6828,2.9328,6.4907,7.1638,2.5185
82.473,10.065,43.693,22.171,3.5251,5.195,13.683,4.1745,1.6234,2.8294,6.2618,6.9111,2.343
69.975,9.0605,39.332,19.958,3.1733,4.6764,12.317,3.7578,1.4614,2.547,5.6367,6.2212,1.8549
62.912,8.4893,36.852,18.7,2.9732,4.3816,11.541,3.5209,1.3692,2.3864,5.2814,5.8291,1.609
50.685,7.4946,32.534,16.509,2.6248,3.8682,10.189,3.1084,1.2088,2.1068,4.6625,5.1461,1.2483
48.207,7.3009,31.693,16.082,2.557,3.7682,9.9252,3.028,1.1776,2.0523,4.542,5.0131,1.0828
40.75,6.6926,29.053,14.742,2.344,3.4543,9.0983,2.7757,1.0795,1.8813,4.1636,4.5954,0.88573
27.085,5.5687,24.174,12.267,1.9503,2.8742,7.5703,2.3096,0.89818,1.5654,3.4644,3.8237,0.63971
15.739,4.6343,20.118,10.208,1.6231,2.3919,6.3001,1.9221,0.74747,1.3027,2.8831,3.1821,0.44686
-2.1425,3.1518,13.682,6.9427,1.1039,1.6267,4.2847,1.3072,0.50835,0.88599,1.9608,2.1641,0.25877
-14.177,2.1474,9.3218,4.7302,0.75208,1.1083,2.9192,0.89062,0.34635,0.60364,1.3359,1.4745,0.2126
-15.496,2.0369,8.8424,4.4869,0.7134,1.0513,2.7691,0.84482,0.32854,0.5726,1.2672,1.3986,0.21149
-9.2503,2.5592,11.11,5.6373,0.89631,1.3209,3.4791,1.0614,0.41278,0.71941,1.5921,1.7572,0.22365
2.4513,3.5338,15.34,7.7841,1.2376,1.8239,4.804,1.4656,0.56996,0.99337,2.1984,2.4264,0.2935
29.357,5.7579,24.995,12.683,2.0166,2.9718,7.8275,2.3881,0.92869,1.6186,3.5821,3.9536,0.6485
54.58,7.8116,33.91,17.207,2.7358,4.0318,10.619,3.2398,1.2599,2.1959,4.8597,5.3637,1.3602
65.546,8.7025,37.778,19.169,3.0479,4.4916,11.831,3.6093,1.4036,2.4463,5.414,5.9754,1.6981
63.759,8.5579,37.15,18.851,2.9972,4.417,11.634,3.5494,1.3803,2.4057,5.324,5.8762,1.6374
55.146,7.8576,34.11,17.308,2.752,4.0555,10.682,3.2589,1.2674,2.2088,4.8884,5.3953,1.3771
42.69,6.851,29.74,15.091,2.3994,3.536,9.3136,2.8414,1.105,1.9259,4.2622,4.7042,0.93465
32.774,6.0383,26.212,13.301,2.1148,3.1165,8.2087,2.5044,0.97392,1.6974,3.7565,4.1461,0.71875
28.849,5.7161,24.814,12.591,2.002,2.9503,7.7708,2.3707,0.92195,1.6068,3.5561,3.9249,0.63849
33.597,6.1058,26.505,13.45,2.1384,3.1514,8.3005,2.5323,0.9848,1.7164,3.7985,4.1924,0.73643
47.645,7.2551,31.494,15.981,2.5409,3.7446,9.8629,3.009,1.1702,2.0394,4.5135,4.9816,1.0671
80.708,9.9249,43.084,21.862,3.476,5.1225,13.492,4.1163,1.6008,2.79,6.1745,6.8148,2.2705
81.898,10.019,43.493,22.07,3.509,5.1711,13.62,4.1554,1.616,2.8164,6.233,6.8794,2.319
72.888,9.2954,40.352,20.476,3.2555,4.7977,12.637,3.8553,1.4993,2.613,5.7829,6.3826,1.9627
68.471,8.9389,38.804,19.69,3.1307,4.6136,12.152,3.7074,1.4418,2.5128,5.5611,6.1378,1.8007
48.798,7.3408,31.867,16.17,2.571,3.7888,9.9795,3.0446,1.184,2.0636,4.5669,5.0405,1.1965
